probe,source
cg19870355,chen2013_450k
cg19873701,chen2013_450k
cg19877840,chen2013_450k
cg19878214,chen2013_450k
cg19878711,chen2013_450k
cg19879210,chen2013_450k
cg19879539,chen2013_450k
cg19881174,chen2013_450k
cg19882093,chen2013_450k
cg19882119,chen2013_450k
cg19882132,chen2013_450k
cg19883843,chen2013_450k
cg19884223,chen2013_450k
cg19885331,chen2013_450k
cg19885539,chen2013_450k
cg19885587,chen2013_450k
cg19885786,chen2013_450k
cg19887341,chen2013_450k
cg19890168,chen2013_450k
cg19892115,chen2013_450k
cg19893504,chen2013_450k
cg19894588,chen2013_450k
cg19894748,chen2013_450k
cg19895124,chen2013_450k
cg19895380,chen2013_450k
cg19897188,chen2013_450k
cg19897908,chen2013_450k
cg19898487,chen2013_450k
cg19898828,chen2013_450k
cg19900557,chen2013_450k
cg19900896,chen2013_450k
cg19901468,chen2013_450k
cg19903001,chen2013_450k
cg19905630,chen2013_450k
cg19906638,chen2013_450k
cg19911329,chen2013_450k
cg19911490,chen2013_450k
cg19911676,chen2013_450k
cg19911969,chen2013_450k
cg19912883,chen2013_450k
cg19917512,chen2013_450k
cg19918002,chen2013_450k
cg19918821,chen2013_450k
cg19919881,chen2013_450k
cg19921237,chen2013_450k
cg19923810,chen2013_450k
cg19925178,chen2013_450k
cg19925186,chen2013_450k
cg19926611,chen2013_450k
cg19927510,chen2013_450k
cg19927565,chen2013_450k
cg19927715,chen2013_450k
cg19928084,chen2013_450k
cg19928997,chen2013_450k
cg19929081,chen2013_450k
cg19929302,chen2013_450k
cg19929967,chen2013_450k
cg19930004,chen2013_450k
cg19930296,chen2013_450k
cg19930569,chen2013_450k
cg19930745,chen2013_450k
cg19931571,chen2013_450k
cg19932020,chen2013_450k
cg19934951,chen2013_450k
cg19939307,chen2013_450k
cg19940401,chen2013_450k
cg19940459,chen2013_450k
cg19941708,chen2013_450k
cg19943330,chen2013_450k
cg19945957,chen2013_450k
cg19948914,chen2013_450k
cg19950017,chen2013_450k
cg19950606,chen2013_450k
cg19950767,chen2013_450k
cg19950846,chen2013_450k
cg19951638,chen2013_450k
cg19952651,chen2013_450k
cg19953728,chen2013_450k
cg19956292,chen2013_450k
cg19956449,chen2013_450k
cg19957411,chen2013_450k
cg19957765,chen2013_450k
cg19958389,chen2013_450k
cg19960590,chen2013_450k
cg19963471,chen2013_450k
cg19964475,chen2013_450k
cg19967023,chen2013_450k
cg19972287,chen2013_450k
cg19977194,chen2013_450k
cg19978955,chen2013_450k
cg19979222,chen2013_450k
cg19980192,chen2013_450k
cg19980648,chen2013_450k
cg19982557,chen2013_450k
cg19982609,chen2013_450k
cg19982664,chen2013_450k
cg19983559,chen2013_450k
cg19985346,chen2013_450k
cg19987790,chen2013_450k
cg19987877,chen2013_450k
cg19988798,chen2013_450k
cg19993133,chen2013_450k
cg19993224,chen2013_450k
cg19996313,chen2013_450k
cg19998835,chen2013_450k
cg20000459,chen2013_450k
cg20000644,chen2013_450k
cg20000654,chen2013_450k
cg20001067,chen2013_450k
cg20001876,chen2013_450k
cg20002381,chen2013_450k
cg20004634,chen2013_450k
cg20005415,chen2013_450k
cg20006652,chen2013_450k
cg20007188,chen2013_450k
cg20007245,chen2013_450k
cg20008332,chen2013_450k
cg20009097,chen2013_450k
cg20009594,chen2013_450k
cg20009650,chen2013_450k
cg20010054,chen2013_450k
cg20010076,chen2013_450k
cg20011604,chen2013_450k
cg20011726,chen2013_450k
cg20011807,chen2013_450k
cg20012308,chen2013_450k
cg20012316,chen2013_450k
cg20013963,chen2013_450k
cg20014824,chen2013_450k
cg20016767,chen2013_450k
cg20016874,chen2013_450k
cg20017108,chen2013_450k
cg20018992,chen2013_450k
cg20020000,chen2013_450k
cg20020483,chen2013_450k
cg20020723,chen2013_450k
cg20023354,chen2013_450k
cg20023538,chen2013_450k
cg20024577,chen2013_450k
cg20027314,chen2013_450k
cg20029324,chen2013_450k
cg20029458,chen2013_450k
cg20029657,chen2013_450k
cg20033808,chen2013_450k
cg20034226,chen2013_450k
cg20035105,chen2013_450k
cg20035453,chen2013_450k
cg20036365,chen2013_450k
cg20038038,chen2013_450k
cg20039307,chen2013_450k
cg20039979,chen2013_450k
cg20041567,chen2013_450k
cg20042116,chen2013_450k
cg20042731,chen2013_450k
cg20044090,chen2013_450k
cg20044143,chen2013_450k
cg20044550,chen2013_450k
cg20044666,chen2013_450k
cg20047924,chen2013_450k
cg20049309,chen2013_450k
cg20052431,chen2013_450k
cg20052814,chen2013_450k
cg20053637,chen2013_450k
cg20054939,chen2013_450k
cg20055101,chen2013_450k
cg20055924,chen2013_450k
cg20056341,chen2013_450k
cg20058389,chen2013_450k
cg20059197,chen2013_450k
cg20061770,chen2013_450k
cg20061873,chen2013_450k
cg20061931,chen2013_450k
cg20062050,chen2013_450k
cg20062097,chen2013_450k
cg20062806,chen2013_450k
cg20063270,chen2013_450k
cg20064047,chen2013_450k
cg20065216,chen2013_450k
cg20065266,chen2013_450k
cg20066391,chen2013_450k
cg20067418,chen2013_450k
cg20067941,chen2013_450k
cg20069681,chen2013_450k
cg20075927,chen2013_450k
cg20076186,chen2013_450k
cg20076231,chen2013_450k
cg20077139,chen2013_450k
cg20078025,chen2013_450k
cg20078783,chen2013_450k
cg20080997,chen2013_450k
cg20081432,chen2013_450k
cg20081767,chen2013_450k
cg20083906,chen2013_450k
cg20083995,chen2013_450k
cg20084815,chen2013_450k
cg20085077,chen2013_450k
cg20085985,chen2013_450k
cg20086517,chen2013_450k
cg20089180,chen2013_450k
cg20090690,chen2013_450k
cg20093198,chen2013_450k
cg20095274,chen2013_450k
cg20095338,chen2013_450k
cg20096872,chen2013_450k
cg20098689,chen2013_450k
cg20099511,chen2013_450k
cg20100998,chen2013_450k
cg20103107,chen2013_450k
cg20105448,chen2013_450k
cg20105583,chen2013_450k
cg20105848,chen2013_450k
cg20105939,chen2013_450k
cg20107987,chen2013_450k
cg20108910,chen2013_450k
cg20110284,chen2013_450k
cg20110347,chen2013_450k
cg20110984,chen2013_450k
cg20111234,chen2013_450k
cg20113726,chen2013_450k
cg20113802,chen2013_450k
cg20114890,chen2013_450k
cg20115597,chen2013_450k
cg20116099,chen2013_450k
cg20116869,chen2013_450k
cg20116979,chen2013_450k
cg20117477,chen2013_450k
cg20118364,chen2013_450k
cg20119080,chen2013_450k
cg20119106,chen2013_450k
cg20120463,chen2013_450k
cg20120631,chen2013_450k
cg20120786,chen2013_450k
cg20121125,chen2013_450k
cg20121513,chen2013_450k
cg20122473,chen2013_450k
cg20123317,chen2013_450k
cg20125331,chen2013_450k
cg20125424,chen2013_450k
cg20125516,chen2013_450k
cg20126417,chen2013_450k
cg20129806,chen2013_450k
cg20129853,chen2013_450k
cg20130989,chen2013_450k
cg20134271,chen2013_450k
cg20137147,chen2013_450k
cg20138833,chen2013_450k
cg20139368,chen2013_450k
cg20140425,chen2013_450k
cg20141434,chen2013_450k
cg20142377,chen2013_450k
cg20142672,chen2013_450k
cg20142762,chen2013_450k
cg20144487,chen2013_450k
cg20144488,chen2013_450k
cg20145426,chen2013_450k
cg20146904,chen2013_450k
cg20146962,chen2013_450k
cg20147285,chen2013_450k
cg20147550,chen2013_450k
cg20148511,chen2013_450k
cg20148575,chen2013_450k
cg20149571,chen2013_450k
cg20149757,chen2013_450k
cg20149898,chen2013_450k
cg20149922,chen2013_450k
cg20150443,chen2013_450k
cg20153829,chen2013_450k
cg20156793,chen2013_450k
cg20157003,chen2013_450k
cg20157693,chen2013_450k
cg20158159,chen2013_450k
cg20159036,chen2013_450k
cg20159152,chen2013_450k
cg20159608,chen2013_450k
cg20160127,chen2013_450k
cg20160885,chen2013_450k
cg20161227,chen2013_450k
cg20161771,chen2013_450k
cg20162066,chen2013_450k
cg20162553,chen2013_450k
cg20162580,chen2013_450k
cg20163113,chen2013_450k
cg20165301,chen2013_450k
cg20165732,chen2013_450k
cg20167216,chen2013_450k
cg20171860,chen2013_450k
cg20172003,chen2013_450k
cg20172858,chen2013_450k
cg20174893,chen2013_450k
cg20175866,chen2013_450k
cg20176989,chen2013_450k
cg20177086,chen2013_450k
cg20177771,chen2013_450k
cg20178757,chen2013_450k
cg20179048,chen2013_450k
cg20181543,chen2013_450k
cg20184238,chen2013_450k
cg20185083,chen2013_450k
cg20188490,chen2013_450k
cg20189467,chen2013_450k
cg20190025,chen2013_450k
cg20191913,chen2013_450k
cg20191959,chen2013_450k
cg20193183,chen2013_450k
cg20194814,chen2013_450k
cg20194871,chen2013_450k
cg20195005,chen2013_450k
cg20200361,chen2013_450k
cg20203210,chen2013_450k
cg20206322,chen2013_450k
cg20208498,chen2013_450k
cg20209805,chen2013_450k
cg20210329,chen2013_450k
cg20210449,chen2013_450k
cg20212304,chen2013_450k
cg20214871,chen2013_450k
cg20215831,chen2013_450k
cg20220121,chen2013_450k
cg20221094,chen2013_450k
cg20223687,chen2013_450k
cg20224751,chen2013_450k
cg20228890,chen2013_450k
cg20229362,chen2013_450k
cg20230305,chen2013_450k
cg20230419,chen2013_450k
cg20232119,chen2013_450k
cg20233244,chen2013_450k
cg20235871,chen2013_450k
cg20238412,chen2013_450k
cg20238681,chen2013_450k
cg20240154,chen2013_450k
cg20242136,chen2013_450k
cg20242889,chen2013_450k
cg20242937,chen2013_450k
cg20242981,chen2013_450k
cg20243078,chen2013_450k
cg20244649,chen2013_450k
cg20245515,chen2013_450k
cg20245568,chen2013_450k
cg20246339,chen2013_450k
cg20247222,chen2013_450k
cg20247523,chen2013_450k
cg20248403,chen2013_450k
cg20248611,chen2013_450k
cg20250341,chen2013_450k
cg20250343,chen2013_450k
cg20250922,chen2013_450k
cg20250988,chen2013_450k
cg20251199,chen2013_450k
cg20252435,chen2013_450k
cg20252517,chen2013_450k
cg20253340,chen2013_450k
cg20253350,chen2013_450k
cg20253913,chen2013_450k
cg20255284,chen2013_450k
cg20255560,chen2013_450k
cg20255699,chen2013_450k
cg20256120,chen2013_450k
cg20256738,chen2013_450k
cg20257330,chen2013_450k
cg20258083,chen2013_450k
cg20258768,chen2013_450k
cg20260312,chen2013_450k
cg20262540,chen2013_450k
cg20262684,chen2013_450k
cg20262722,chen2013_450k
cg20263165,chen2013_450k
cg20264481,chen2013_450k
cg20264573,chen2013_450k
cg20265360,chen2013_450k
cg20267590,chen2013_450k
cg20268683,chen2013_450k
cg20269876,chen2013_450k
cg20271366,chen2013_450k
cg20271692,chen2013_450k
cg20271985,chen2013_450k
cg20274978,chen2013_450k
cg20275462,chen2013_450k
cg20275697,chen2013_450k
cg20277250,chen2013_450k
cg20278269,chen2013_450k
cg20278439,chen2013_450k
cg20279479,chen2013_450k
cg20281046,chen2013_450k
cg20281554,chen2013_450k
cg20284682,chen2013_450k
cg20284705,chen2013_450k
cg20284982,chen2013_450k
cg20285723,chen2013_450k
cg20286147,chen2013_450k
cg20286261,chen2013_450k
cg20288105,chen2013_450k
cg20290001,chen2013_450k
cg20294457,chen2013_450k
cg20295120,chen2013_450k
cg20295408,chen2013_450k
cg20295973,chen2013_450k
cg20296107,chen2013_450k
cg20296141,chen2013_450k
cg20297360,chen2013_450k
cg20297631,chen2013_450k
cg20299105,chen2013_450k
cg20299573,chen2013_450k
cg20300592,chen2013_450k
cg20301593,chen2013_450k
cg20301888,chen2013_450k
cg20301962,chen2013_450k
cg20301980,chen2013_450k
cg20302957,chen2013_450k
cg20303033,chen2013_450k
cg20304401,chen2013_450k
cg20307021,chen2013_450k
cg20309240,chen2013_450k
cg20310100,chen2013_450k
cg20311065,chen2013_450k
cg20311333,chen2013_450k
cg20312077,chen2013_450k
cg20312390,chen2013_450k
cg20313522,chen2013_450k
cg20313798,chen2013_450k
cg20313902,chen2013_450k
cg20319634,chen2013_450k
cg20320574,chen2013_450k
cg20320905,chen2013_450k
cg20321250,chen2013_450k
cg20321498,chen2013_450k
cg20324928,chen2013_450k
cg20325092,chen2013_450k
cg20325280,chen2013_450k
cg20325800,chen2013_450k
cg20326359,chen2013_450k
cg20326622,chen2013_450k
cg20328160,chen2013_450k
cg20329220,chen2013_450k
cg20332060,chen2013_450k
cg20332806,chen2013_450k
cg20332866,chen2013_450k
cg20333067,chen2013_450k
cg20334591,chen2013_450k
cg20335168,chen2013_450k
cg20336730,chen2013_450k
cg20337698,chen2013_450k
cg20338307,chen2013_450k
cg20339692,chen2013_450k
cg20347101,chen2013_450k
cg20348895,chen2013_450k
cg20349574,chen2013_450k
cg20349793,chen2013_450k
cg20354231,chen2013_450k
cg20354485,chen2013_450k
cg20354859,chen2013_450k
cg20355644,chen2013_450k
cg20355731,chen2013_450k
cg20358061,chen2013_450k
cg20358158,chen2013_450k
cg20359535,chen2013_450k
cg20360454,chen2013_450k
cg20361960,chen2013_450k
cg20363699,chen2013_450k
cg20364241,chen2013_450k
cg20364988,chen2013_450k
cg20365451,chen2013_450k
cg20365719,chen2013_450k
cg20367170,chen2013_450k
cg20368377,chen2013_450k
cg20372690,chen2013_450k
cg20374114,chen2013_450k
cg20374928,chen2013_450k
cg20377766,chen2013_450k
cg20380091,chen2013_450k
cg20380448,chen2013_450k
cg20383766,chen2013_450k
cg20384732,chen2013_450k
cg20385129,chen2013_450k
cg20386784,chen2013_450k
cg20387256,chen2013_450k
cg20388428,chen2013_450k
cg20389009,chen2013_450k
cg20389750,chen2013_450k
cg20390826,chen2013_450k
cg20391556,chen2013_450k
cg20391833,chen2013_450k
cg20391948,chen2013_450k
cg20393002,chen2013_450k
cg20393824,chen2013_450k
cg20393882,chen2013_450k
cg20394609,chen2013_450k
cg20398571,chen2013_450k
cg20400718,chen2013_450k
cg20400795,chen2013_450k
cg20401786,chen2013_450k
cg20405809,chen2013_450k
cg20406470,chen2013_450k
cg20407713,chen2013_450k
cg20408074,chen2013_450k
cg20409368,chen2013_450k
cg20412698,chen2013_450k
cg20413331,chen2013_450k
cg20414217,chen2013_450k
cg20416574,chen2013_450k
cg20417195,chen2013_450k
cg20417233,chen2013_450k
cg20417583,chen2013_450k
cg20418204,chen2013_450k
cg20418818,chen2013_450k
cg20419802,chen2013_450k
cg20423484,chen2013_450k
cg20423581,chen2013_450k
cg20425154,chen2013_450k
cg20426729,chen2013_450k
cg20428120,chen2013_450k
cg20429584,chen2013_450k
cg20430870,chen2013_450k
cg20431488,chen2013_450k
cg20432401,chen2013_450k
cg20434300,chen2013_450k
cg20435370,chen2013_450k
cg20435725,chen2013_450k
cg20437718,chen2013_450k
cg20438427,chen2013_450k
cg20438820,chen2013_450k
cg20439892,chen2013_450k
cg20441912,chen2013_450k
cg20442586,chen2013_450k
cg20442722,chen2013_450k
cg20444525,chen2013_450k
cg20444604,chen2013_450k
cg20444784,chen2013_450k
cg20444858,chen2013_450k
cg20445967,chen2013_450k
cg20447508,chen2013_450k
cg20448617,chen2013_450k
cg20449134,chen2013_450k
cg20449764,chen2013_450k
cg20449974,chen2013_450k
cg20450338,chen2013_450k
cg20452609,chen2013_450k
cg20456732,chen2013_450k
cg20457894,chen2013_450k
cg20458277,chen2013_450k
cg20458779,chen2013_450k
cg20461196,chen2013_450k
cg20462569,chen2013_450k
cg20463302,chen2013_450k
cg20465830,chen2013_450k
cg20466045,chen2013_450k
cg20466739,chen2013_450k
cg20468462,chen2013_450k
cg20469666,chen2013_450k
cg20469847,chen2013_450k
cg20472189,chen2013_450k
cg20473622,chen2013_450k
cg20475035,chen2013_450k
cg20475304,chen2013_450k
cg20476329,chen2013_450k
cg20477318,chen2013_450k
cg20477464,chen2013_450k
cg20477962,chen2013_450k
cg20479054,chen2013_450k
cg20479672,chen2013_450k
cg20481037,chen2013_450k
cg20481416,chen2013_450k
cg20482922,chen2013_450k
cg20483694,chen2013_450k
cg20484215,chen2013_450k
cg20485361,chen2013_450k
cg20486417,chen2013_450k
cg20492230,chen2013_450k
cg20494196,chen2013_450k
cg20494576,chen2013_450k
cg20494682,chen2013_450k
cg20496061,chen2013_450k
cg20496485,chen2013_450k
cg20500081,chen2013_450k
cg20501883,chen2013_450k
cg20502901,chen2013_450k
cg20503050,chen2013_450k
cg20503077,chen2013_450k
cg20503907,chen2013_450k
cg20505486,chen2013_450k
cg20508345,chen2013_450k
cg20508815,chen2013_450k
cg20509351,chen2013_450k
cg20510500,chen2013_450k
cg20511463,chen2013_450k
cg20511534,chen2013_450k
cg20517615,chen2013_450k
cg20518942,chen2013_450k
cg20520147,chen2013_450k
cg20521104,chen2013_450k
cg20521277,chen2013_450k
cg20521389,chen2013_450k
cg20523278,chen2013_450k
cg20523891,chen2013_450k
cg20525663,chen2013_450k
cg20527049,chen2013_450k
cg20527373,chen2013_450k
cg20529334,chen2013_450k
cg20533579,chen2013_450k
cg20534596,chen2013_450k
cg20535197,chen2013_450k
cg20535425,chen2013_450k
cg20535931,chen2013_450k
cg20538951,chen2013_450k
cg20539350,chen2013_450k
cg20539430,chen2013_450k
cg20539798,chen2013_450k
cg20540370,chen2013_450k
cg20541233,chen2013_450k
cg20541376,chen2013_450k
cg20541925,chen2013_450k
cg20542592,chen2013_450k
cg20545224,chen2013_450k
cg20547806,chen2013_450k
cg20552012,chen2013_450k
cg20553058,chen2013_450k
cg20554397,chen2013_450k
cg20554822,chen2013_450k
cg20554832,chen2013_450k
cg20556216,chen2013_450k
cg20556704,chen2013_450k
cg20559422,chen2013_450k
cg20559600,chen2013_450k
cg20563971,chen2013_450k
cg20564496,chen2013_450k
cg20565374,chen2013_450k
cg20567176,chen2013_450k
cg20568408,chen2013_450k
cg20569129,chen2013_450k
cg20569228,chen2013_450k
cg20569940,chen2013_450k
cg20570682,chen2013_450k
cg20573729,chen2013_450k
cg20577102,chen2013_450k
cg20578581,chen2013_450k
cg20578850,chen2013_450k
cg20579505,chen2013_450k
cg20581154,chen2013_450k
cg20581490,chen2013_450k
cg20583271,chen2013_450k
cg20584997,chen2013_450k
cg20586091,chen2013_450k
cg20586239,chen2013_450k
cg20586328,chen2013_450k
cg20586764,chen2013_450k
cg20586911,chen2013_450k
cg20587968,chen2013_450k
cg20587970,chen2013_450k
cg20591136,chen2013_450k
cg20592656,chen2013_450k
cg20593599,chen2013_450k
cg20593868,chen2013_450k
cg20594433,chen2013_450k
cg20595818,chen2013_450k
cg20597714,chen2013_450k
cg20598650,chen2013_450k
cg20598808,chen2013_450k
cg20602628,chen2013_450k
cg20602842,chen2013_450k
cg20602954,chen2013_450k
cg20603821,chen2013_450k
cg20604645,chen2013_450k
cg20606340,chen2013_450k
cg20608329,chen2013_450k
cg20608892,chen2013_450k
cg20611453,chen2013_450k
cg20612962,chen2013_450k
cg20612964,chen2013_450k
cg20613639,chen2013_450k
cg20614157,chen2013_450k
cg20614214,chen2013_450k
cg20615655,chen2013_450k
cg20616125,chen2013_450k
cg20617637,chen2013_450k
cg20618527,chen2013_450k
cg20621459,chen2013_450k
cg20621471,chen2013_450k
cg20623645,chen2013_450k
cg20625065,chen2013_450k
cg20626144,chen2013_450k
cg20627546,chen2013_450k
cg20627643,chen2013_450k
cg20627743,chen2013_450k
cg20628718,chen2013_450k
cg20629468,chen2013_450k
cg20630363,chen2013_450k
cg20631224,chen2013_450k
cg20632416,chen2013_450k
cg20633818,chen2013_450k
cg20634754,chen2013_450k
cg20638450,chen2013_450k
cg20638644,chen2013_450k
cg20638805,chen2013_450k
cg20639942,chen2013_450k
cg20641423,chen2013_450k
cg20641450,chen2013_450k
cg20646533,chen2013_450k
cg20647158,chen2013_450k
cg20649716,chen2013_450k
cg20649848,chen2013_450k
cg20650035,chen2013_450k
cg20651456,chen2013_450k
cg20652371,chen2013_450k
cg20653689,chen2013_450k
cg20653859,chen2013_450k
cg20655405,chen2013_450k
cg20656477,chen2013_450k
cg20657188,chen2013_450k
cg20657383,chen2013_450k
cg20657674,chen2013_450k
cg20658918,chen2013_450k
cg20659064,chen2013_450k
cg20659736,chen2013_450k
cg20659757,chen2013_450k
cg20661965,chen2013_450k
cg20662397,chen2013_450k
cg20663688,chen2013_450k
cg20664109,chen2013_450k
cg20666428,chen2013_450k
cg20666807,chen2013_450k
cg20667845,chen2013_450k
cg20667960,chen2013_450k
cg20668607,chen2013_450k
cg20668952,chen2013_450k
cg20669822,chen2013_450k
cg20670404,chen2013_450k
cg20671790,chen2013_450k
cg20673841,chen2013_450k
cg20674419,chen2013_450k
cg20675040,chen2013_450k
cg20675251,chen2013_450k
cg20675557,chen2013_450k
cg20675616,chen2013_450k
cg20675840,chen2013_450k
cg20676303,chen2013_450k
cg20676350,chen2013_450k
cg20676413,chen2013_450k
cg20676760,chen2013_450k
cg20677078,chen2013_450k
cg20677261,chen2013_450k
cg20677962,chen2013_450k
cg20678128,chen2013_450k
cg20678665,chen2013_450k
cg20679403,chen2013_450k
cg20680308,chen2013_450k
cg20681626,chen2013_450k
cg20681653,chen2013_450k
cg20681704,chen2013_450k
cg20681783,chen2013_450k
cg20682376,chen2013_450k
cg20682991,chen2013_450k
cg20683250,chen2013_450k
cg20683454,chen2013_450k
cg20683809,chen2013_450k
cg20685897,chen2013_450k
cg20687190,chen2013_450k
cg20687553,chen2013_450k
cg20687587,chen2013_450k
cg20688114,chen2013_450k
cg20689078,chen2013_450k
cg20689232,chen2013_450k
cg20693615,chen2013_450k
cg20694303,chen2013_450k
cg20695203,chen2013_450k
cg20696198,chen2013_450k
cg20696674,chen2013_450k
cg20697075,chen2013_450k
cg20698037,chen2013_450k
cg20699097,chen2013_450k
cg20699151,chen2013_450k
cg20700549,chen2013_450k
cg20703108,chen2013_450k
cg20703581,chen2013_450k
cg20703731,chen2013_450k
cg20704793,chen2013_450k
cg20705829,chen2013_450k
cg20706620,chen2013_450k
cg20706621,chen2013_450k
cg20707921,chen2013_450k
cg20708061,chen2013_450k
cg20708224,chen2013_450k
cg20708961,chen2013_450k
cg20709984,chen2013_450k
cg20711639,chen2013_450k
cg20712925,chen2013_450k
cg20714059,chen2013_450k
cg20716100,chen2013_450k
cg20716489,chen2013_450k
cg20717053,chen2013_450k
cg20717077,chen2013_450k
cg20719263,chen2013_450k
cg20722353,chen2013_450k
cg20722698,chen2013_450k
cg20723599,chen2013_450k
cg20723941,chen2013_450k
cg20724918,chen2013_450k
cg20725157,chen2013_450k
cg20725493,chen2013_450k
cg20726070,chen2013_450k
cg20727233,chen2013_450k
cg20729130,chen2013_450k
cg20730917,chen2013_450k
cg20731562,chen2013_450k
cg20735069,chen2013_450k
cg20737708,chen2013_450k
cg20741528,chen2013_450k
cg20742548,chen2013_450k
cg20744275,chen2013_450k
cg20746081,chen2013_450k
cg20746702,chen2013_450k
cg20746762,chen2013_450k
cg20747565,chen2013_450k
cg20747789,chen2013_450k
cg20748131,chen2013_450k
cg20754430,chen2013_450k
cg20755309,chen2013_450k
cg20756175,chen2013_450k
cg20756454,chen2013_450k
cg20756702,chen2013_450k
cg20757966,chen2013_450k
cg20758932,chen2013_450k
cg20760467,chen2013_450k
cg20761303,chen2013_450k
cg20762182,chen2013_450k
cg20764753,chen2013_450k
cg20765571,chen2013_450k
cg20765985,chen2013_450k
cg20767722,chen2013_450k
cg20768342,chen2013_450k
cg20768669,chen2013_450k
cg20769683,chen2013_450k
cg20769700,chen2013_450k
cg20770498,chen2013_450k
cg20770572,chen2013_450k
cg20771687,chen2013_450k
cg20774413,chen2013_450k
cg20774646,chen2013_450k
cg20776462,chen2013_450k
cg20776891,chen2013_450k
cg20777257,chen2013_450k
cg20777656,chen2013_450k
cg20777740,chen2013_450k
cg20778411,chen2013_450k
cg20778496,chen2013_450k
cg20778885,chen2013_450k
cg20781234,chen2013_450k
cg20781526,chen2013_450k
cg20782286,chen2013_450k
cg20783453,chen2013_450k
cg20785313,chen2013_450k
cg20786489,chen2013_450k
cg20786740,chen2013_450k
cg20787634,chen2013_450k
cg20789691,chen2013_450k
cg20791323,chen2013_450k
cg20792256,chen2013_450k
cg20794546,chen2013_450k
cg20796544,chen2013_450k
cg20797188,chen2013_450k
cg20799503,chen2013_450k
cg20800816,chen2013_450k
cg20803076,chen2013_450k
cg20803423,chen2013_450k
cg20803549,chen2013_450k
cg20803780,chen2013_450k
cg20804072,chen2013_450k
cg20804581,chen2013_450k
cg20806140,chen2013_450k
cg20806274,chen2013_450k
cg20808147,chen2013_450k
cg20808224,chen2013_450k
cg20808578,chen2013_450k
cg20809690,chen2013_450k
cg20810684,chen2013_450k
cg20811988,chen2013_450k
cg20812209,chen2013_450k
cg20812354,chen2013_450k
cg20812929,chen2013_450k
cg20813927,chen2013_450k
cg20815539,chen2013_450k
cg20815643,chen2013_450k
cg20817073,chen2013_450k
cg20817228,chen2013_450k
cg20821042,chen2013_450k
cg20821082,chen2013_450k
cg20821544,chen2013_450k
cg20823181,chen2013_450k
cg20823529,chen2013_450k
cg20823730,chen2013_450k
cg20824200,chen2013_450k
cg20825769,chen2013_450k
cg20826526,chen2013_450k
cg20826759,chen2013_450k
cg20826792,chen2013_450k
cg20827346,chen2013_450k
cg20830565,chen2013_450k
cg20831236,chen2013_450k
cg20834643,chen2013_450k
cg20834966,chen2013_450k
cg20836156,chen2013_450k
cg20836993,chen2013_450k
cg20837171,chen2013_450k
cg20839522,chen2013_450k
cg20840800,chen2013_450k
cg20841362,chen2013_450k
cg20845262,chen2013_450k
cg20845305,chen2013_450k
cg20845336,chen2013_450k
cg20845684,chen2013_450k
cg20848924,chen2013_450k
cg20849935,chen2013_450k
cg20850055,chen2013_450k
cg20850981,chen2013_450k
cg20852653,chen2013_450k
cg20855042,chen2013_450k
cg20856750,chen2013_450k
cg20857301,chen2013_450k
cg20858577,chen2013_450k
cg20861237,chen2013_450k
cg20864707,chen2013_450k
cg20864859,chen2013_450k
cg20865535,chen2013_450k
cg20867157,chen2013_450k
cg20867475,chen2013_450k
cg20868359,chen2013_450k
cg20869310,chen2013_450k
cg20869999,chen2013_450k
cg20870372,chen2013_450k
cg20875182,chen2013_450k
cg20877507,chen2013_450k
cg20879279,chen2013_450k
cg20879959,chen2013_450k
cg20880339,chen2013_450k
cg20883882,chen2013_450k
cg20884109,chen2013_450k
cg20885342,chen2013_450k
cg20885910,chen2013_450k
cg20889774,chen2013_450k
cg20889841,chen2013_450k
cg20891060,chen2013_450k
cg20891225,chen2013_450k
cg20892743,chen2013_450k
cg20894084,chen2013_450k
cg20894936,chen2013_450k
cg20896063,chen2013_450k
cg20897026,chen2013_450k
cg20898922,chen2013_450k
cg20899329,chen2013_450k
cg20899581,chen2013_450k
cg20899713,chen2013_450k
cg20899718,chen2013_450k
cg20900557,chen2013_450k
cg20902850,chen2013_450k
cg20904024,chen2013_450k
cg20907137,chen2013_450k
cg20908200,chen2013_450k
cg20908297,chen2013_450k
cg20908556,chen2013_450k
cg20910562,chen2013_450k
cg20914792,chen2013_450k
cg20915907,chen2013_450k
cg20916804,chen2013_450k
cg20921874,chen2013_450k
cg20922957,chen2013_450k
cg20923676,chen2013_450k
cg20924972,chen2013_450k
cg20925400,chen2013_450k
cg20925763,chen2013_450k
cg20926353,chen2013_450k
cg20929132,chen2013_450k
cg20929733,chen2013_450k
cg20930329,chen2013_450k
cg20930685,chen2013_450k
cg20932644,chen2013_450k
cg20934323,chen2013_450k
cg20935057,chen2013_450k
cg20942625,chen2013_450k
cg20943076,chen2013_450k
cg20944928,chen2013_450k
cg20945463,chen2013_450k
cg20945764,chen2013_450k
cg20947127,chen2013_450k
cg20947553,chen2013_450k
cg20949223,chen2013_450k
cg20949320,chen2013_450k
cg20949845,chen2013_450k
cg20951194,chen2013_450k
cg20952364,chen2013_450k
cg20953510,chen2013_450k
cg20953990,chen2013_450k
cg20957182,chen2013_450k
cg20958434,chen2013_450k
cg20959274,chen2013_450k
cg20960167,chen2013_450k
cg20960858,chen2013_450k
cg20960953,chen2013_450k
cg20961007,chen2013_450k
cg20962833,chen2013_450k
cg20963047,chen2013_450k
